Institucion,Organismo responsable,Expediente,Fecha,Tipo,Objeto,Procedimiento,Ambito_geografico,Materias_CPV,Codigos_CPV,Observaciones,Enlace HTML
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",32110/24.,03/12/2024,Contratación,"Suministro e instalación de un espectrómetro de Auger y XPS en el marco del Plan de Recuperación, Transformación y Resiliencia, proyecto TED2021-130957B-C54 financiado por MCIN/AEI/10.13039/501100011033 y por la Unión Europea NextGeneration-EU con destino al Instituto de Química Física Blas Cabrera.",Abierto,Comunidad de Madrid,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)",38433100 (Espectrómetros de masas) y 38433300 (Analizador de espectro).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44427
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Castellón,12T/PA-6/2024.,03/12/2024,Contratación,Servicio de limpieza de la Sede de la Dirección Provincial de la Tesorería General de la Seguridad Social en Castellón y sus centros dependientes.,Abierto,Comunidad Valenciana,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",90911200 (Servicios de limpieza de edificios) y 90911300 (Servicios de limpieza de ventanas).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44428
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección provincial de Huelva,21-34/VC-304/24.,03/12/2024,Contratación,"Servicio de traducción de documentos oficiales de esta Dirección Provincial de cualquier idioma al castellano y viceversa, para el periodo 01/12/2024 al 30/11/2025.",Abierto,Andalucía,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",79530000 (Servicios de traducción).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44429
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección provincial de Bizkaia,48/GC-399/24.,03/12/2024,Contratación,"Servicio de limpieza, y desratización, desinfección y desinsectación en el inmueble de Gran Vía 62 (Bilbao).",Abierto,País Vasco,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",90911200 (Servicios de limpieza de edificios).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44430
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección provincial de Pontevedra,36/PR-273/24 (VC-324/22/SE/PASA).,03/12/2024,Contratación,"Prorroga del servicio de mantenimiento de jardines exteriores e interior del edificio sede de la D.P del INSS de Pontevedra C/ O Grove 4 de Vigo, por una período de 24 meses.",Abierto,Galicia,"77000000 Servicios agrícolas, forestales, hortícolas, acuícolas y apícolas",77311000 (Servicios de mantenimiento de jardines y parques) y 77310000 (Servicios de plantación y mantenimiento de zonas verdes).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44431
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección provincial de Jaén,23/VC-284/24.,03/12/2024,Contratación,"Servicios de mantenimiento de inmuebles e instalaciones de la sede de la Dirección Provincial del Instituto Nacional de la Seguridad Social de Jaén y Centros dependientes de la misma, para el periodo 01/01/2025 a 31/12/2025.",Abierto,Andalucía,50800000 Servicios de reparación y mantenimiento,50800000 (Servicios varios de reparación y mantenimiento) y 50700000 (Servicios de reparación y mantenimiento de equipos de edificios).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44432
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Salamanca,2024/370004.,03/12/2024,Contratación,"Suministro e instalación de seis puntos de recarga, con doble toma, para vehículos eléctricos-, en el edificio sede conjunta de las Direcciones Provinciales de la Tesorería General de la Seguridad Social y del Instituto Nacional de la Seguridad Social de Salamanca.",Abierto,Castilla y León,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación 51000000 Servicios de instalación (excepto software)",31158100 (Cargadores de baterías) y 51110000 (Servicios de instalación de equipo eléctrico).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44433
MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,Dirección General de la Entidad Pública Empresarial RED,023/24-OT.,03/12/2024,Contratación,"Servicio de alojamiento, mantenimiento y soporte documental para el centro de documentación del ONTSI .",Abierto,Comunidad de Madrid,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo 79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad 92000000 Servicios de esparcimiento, culturales y deportivos","72212160 (Servicios de desarrollo de software de bibliotecas), 79995000 (Servicios de gestión de bibliotecas) y 92511000 (Servicios de bibliotecas).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44434
COMISIÓN NACIONAL DEL MERCADO DE VALORES,Comisión Nacional del Mercado de Valores,11/24.,03/12/2024,Contratación,Elaboración del manual de gestión de crisis de entidades de contrapartida central y del diseño y ejecución de un simulacro de recuperación y resolución de una entidad de contrapartida central (ECC).,Abierto,Comunidad de Madrid,66000000 Servicios financieros y de seguros,66152000 (Servicios de regulación del mercado financiero).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44435
"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN","Junta de Contratación del Ministerio de Asuntos Exteriores, Unión Europea y Cooperación",202400000097.,04/12/2024,Licitación,Servicios de soporte técnico para la preparación y ejecución de la IV Conferencia de Financiación para el Desarrollo.,Abierto,Comunidad de Madrid,50300000 Servicios de reparación y mantenimiento,50324100 (Servicios de mantenimiento de sistemas).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44495
"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",Dirección General del Servicio Exterior,SUM-24/001.,04/12/2024,Contratación,Suministro e instalación de material eléctrico de iluminación funcional para la nueva cancillería de la Embajada de España en Roma (Italia).,Negociado sin publicidad,Internacional,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación 45000000 Trabajos de construcción","31500000 (Material de iluminación y lámparas eléctricas), 31524000 (Accesorios para iluminación de techo o de pared), 45310000 (Trabajos de instalación eléctrica) y 45311000 (Trabajos de instalación de cableado y accesorios eléctricos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44496
"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",Dirección General del Servicio Exterior,SUM-24/002.,04/12/2024,Contratación,Suministro e instalación de material eléctrico de iluminación ornamental para la nueva cancillería de la Embajada de España en Roma (Italia).,Negociado sin publicidad,Internacional,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación 34000000 Equipos de transporte y productos auxiliares 45000000 Trabajos de construcción","31527000 (Focos), 31527210 (Faroles), 34991000 (Luces para iluminación exterior), 45310000 (Trabajos de instalación eléctrica) y 45311000 (Trabajos de instalación de cableado y accesorios eléctricos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44497
"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",Consejo de Administración del Patrimonio Nacional,202450PA0284.,04/12/2024,Contratación,"Actividades Infantiles 2025 (Semana Santa, verano, navidad 2025-2026 Y 3 días no lectivos en 2025).",No disponible,Comunidad de Madrid,"92000000 Servicios de esparcimiento, culturales y deportivos",No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44498
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 41 - Base Aérea de San Javier,2024/EA41/00002584E.,04/12/2024,Contratación,Servicio traslado de mobiliario pabellones de aulas nº 7 y nº 3 de la Jefatura de Estudios de la AGA (A.M. 2023/JCMDEF/00000005E).,No disponible,Región de Murcia,60000000 Servicios de transporte (excluido el transporte de residuos),60000000 (Servicios de transporte (excluido el transporte de residuos)).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44499
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 41 - Base Aérea de San Javier,2024/EA41/00002662E.,04/12/2024,Contratación,Suministro de medicamentos y productos sanitarios farmacia A.G.A del 1 de diciembre 2024 al 12 de abril 2025 (Basado en A.M. 2023/JCMDEF/0000007E-LOTE 3 - 65%).,No disponible,Región de Murcia,"33600000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",33600000 (Productos farmacéuticos).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44500
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 41 - Base Aérea de San Javier,2024/EA41/00002664E.,04/12/2024,Contratación,Suministro de medicamentos y productos sanitarios para la farmacia de la A.G.A del 1 de diciembre 2024 al 12 de abril 2025 (Basado en A.M. 2023/JCMDEF/0000007E-LOTE 3 - 35%).,No disponible,Región de Murcia,"33600000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",33600000 (Productos farmacéuticos).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44501
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 41 - Base Aérea de San Javier,2024/EA41/00002904E.,04/12/2024,Contratación,"Suministro de combustibles líquidos varias Unidades (gasóleo C de calefacción) según A.M. 2021/JCMDEF/00000096, del 1 de diciembre 2024 al 31 de mayo 2025.",No disponible,Región de Murcia,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía","09000000 (Derivados del petróleo, combustibles, electricidad y otras fuentes de energía).",Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44502
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 41 - Base Aérea de San Javier,2024/EA41/00002324E.,04/12/2024,Contratación,"Suministro e instalación de equipos de vigilancia perimetral y detección frente a intrusiones, e integración en el Software para control integral de seguridad de la Academia General del Aire.",Abierto,Región de Murcia,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",35121700 (Sistemas de alarma).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44503
MINISTERIO DE DEFENSA,Dirección General del INTA,582024062400.,04/12/2024,Contratación,Suministro de plataformas ugv terrestres e integración de capacidades colaborativas en el marco de cetedex.,Abierto,Comunidad de Madrid,34000000 Equipos de transporte y productos auxiliares,34114000 (Vehículos especiales).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44504
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 27 - Base Aérea de Getafe,2024/EA27/00001548E.,04/12/2024,Contratación,CLOTRA- Suministro repuesto necesidades talleres aviónica.,Abierto,Comunidad de Madrid,34000000 Equipos de transporte y productos auxiliares,34731000 (Partes de aeronaves).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44505
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00004103E.,04/12/2024,Contratación,BAM 2021_1512E Apoyo al mantenimiento de los vehículos IVECO.,No disponible,Comunidad de Madrid,50100000 Servicios de reparación y mantenimiento,50112200 (Servicios de mantenimiento de automóviles).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44506
MINISTERIO DE DEFENSA,Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada,2024/AR40U/00001299E.,04/12/2024,Contratación,Redacción del proyecto para la adecuación de las instalaciones de la armada al despliegue del sistema de mando y control SC2N.,Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71242000 (Elaboración de proyectos y diseños, presupuestos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44507
MINISTERIO DE DEFENSA,Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada,2024/AR40U/00001116E.,04/12/2024,Contratación,Proyecto ejecución edificio para dotaciones de Submarinos S-80 (incluido 10% certificación final).,Abierto,Comunidad de Madrid,45000000 Trabajos de construcción,45216200 (Trabajos de construcción de edificios e instalaciones militares).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44508
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 41 - Base Aérea de San Javier,2024/EA41/00001834E.,04/12/2024,Contratación,Suministro e instalación material CIS para la ampliación y mejora de la infraestructura de red en el E.V.A. núm. 13.,Abierto,Región de Murcia,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",35121700 (Sistemas de alarma).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44509
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 15 Agrupación del Cuartel General del Ejército del Aire,2024/EA15/00003487.,04/12/2024,Contratación,"EA0505-SDA-PP94-Suministro montaje e instalación de mobiliario estándar y a medida, para amueblamiento de pabellón de cargo, dependiente de la ACGEA.",Restringido,Comunidad de Madrid,"39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza",39140000 (Mobiliario doméstico).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44510
MINISTERIO DE DEFENSA,Junta de Contratación del Ejército de Tierra,2023/ETSAE0906/00002309E.,04/12/2024,Contratación,AM Adquisición de granadas de 40x53 MM para LAG-40 y MK-19.,Negociado con publicidad,Comunidad de Madrid,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",4.1) CPV principal: 35330000 (Municiones). 4.2) CPV Lote 1: 35330000 (Municiones). 4.3) CPV Lote 2: 35330000 (Municiones). 4.4) CPV Lote 3: 35330000 (Municiones).,Varias adjudicaciones. Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44511
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00001478E.,04/12/2024,Contratación,Adquisición de Detector Monitor AQG y TIC Fotometria de Llama Vehiculares.,Negociado con publicidad,Comunidad de Madrid,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)",38543000 (Equipo de detección de gases).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44512
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2023/ETSAE0906/00005256E.,04/12/2024,Contratación,Adquisicion de repuestos vehiculos URO del Ejercito de Tierra.,Negociado con publicidad,Comunidad de Madrid,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",4.1) CPV principal: 35420000 (Partes de vehículos militares). 4.2) CPV Lote 001: 35420000 (Partes de vehículos militares). 4.3) CPV Lote 002: 35420000 (Partes de vehículos militares).,Varias adjudicaciones. Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44513
MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Sur,2024/ETSAE0226/00008545E.,04/12/2024,Contratación,Servicio de mantenimiento de fotocopiadoras en el Acto. Cervantes (Granada).,Abierto,Andalucía,50300000 Servicios de reparación y mantenimiento,50313200 (Servicios de mantenimiento de fotocopiadoras).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44514
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 14 - Cuartel General del Mando Aéreo de Canarias,2024/EA14/00002728E.,04/12/2024,Contratación,Sustitución de la cubierta de automóviles del Aeródromo Militar de Lanzarote.,Abierto,Canarias,45000000 Trabajos de construcción,45216200 (Trabajos de construcción de edificios e instalaciones militares).,Reforma.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44515
